[0.000000] (-) TimerEvent: {}
[0.000636] (-) JobUnselected: {'identifier': 'dynamixel_sdk'}
[0.000785] (-) JobUnselected: {'identifier': 'dynamixel_sdk_custom_interfaces'}
[0.000885] (-) JobUnselected: {'identifier': 'dynamixel_sdk_examples'}
[0.000913] (-) JobUnselected: {'identifier': 'turtlebot3'}
[0.000941] (-) JobUnselected: {'identifier': 'turtlebot3_bringup'}
[0.000976] (-) JobUnselected: {'identifier': 'turtlebot3_cartographer'}
[0.001001] (-) JobUnselected: {'identifier': 'turtlebot3_description'}
[0.001023] (-) JobUnselected: {'identifier': 'turtlebot3_example'}
[0.001055] (-) JobUnselected: {'identifier': 'turtlebot3_fake_node'}
[0.001152] (-) JobUnselected: {'identifier': 'turtlebot3_msgs'}
[0.001179] (-) JobUnselected: {'identifier': 'turtlebot3_navigation2'}
[0.001203] (-) JobUnselected: {'identifier': 'turtlebot3_node'}
[0.001225] (-) JobUnselected: {'identifier': 'turtlebot3_simulations'}
[0.001249] (-) JobUnselected: {'identifier': 'turtlebot3_teleop'}
[0.001274] (turtlebot3_gazebo) JobQueued: {'identifier': 'turtlebot3_gazebo', 'dependencies': OrderedDict()}
[0.186922] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//rviz/tb3_gazebo.rviz\n'}
[0.187036] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf\n'}
[0.187180] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/common_properties.urdf\n'}
[0.187296] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_burger.urdf\n'}
[0.187406] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_waffle.urdf\n'}
[0.187538] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_burger_cam.urdf\n'}
[0.187679] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//urdf/turtlebot3_waffle_pi.urdf\n'}
[0.187803] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds\n'}
[0.187910] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage1.world\n'}
[0.187993] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/enclosed_maze.world\n'}
[0.188111] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage3.world\n'}
[0.188194] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage2.world\n'}
[0.188296] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/open_maze.world\n'}
[0.188379] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/floating_maze.world\n'}
[0.188486] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_autorace_2020.world\n'}
[0.188569] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo//worlds/turtlebot3_dqn_stage4.world\n'}
[0.188650] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include/\n'}
[0.188773] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo\n'}
[0.189011] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/obstacle2.hpp\n'}
[0.189368] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/traffic_bar_plugin.hpp\n'}
[0.189722] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/CCameraRedDetector.hpp\n'}
[0.189925] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/CWallFollowingController.hpp\n'}
[0.190144] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/traffic_light_plugin.hpp\n'}
[0.190350] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/CPIDController.hpp\n'}
[0.190474] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/obstacle1.hpp\n'}
[0.190602] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/obstacles.hpp\n'}
[0.190844] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/CTurtlebot3Sensor.hpp\n'}
[0.191043] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/include//turtlebot3_gazebo/CTurtlebot3Drive.hpp\n'}
[0.191193] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/ament_index/resource_index/package_run_dependencies/turtlebot3_gazebo\n'}
[0.191406] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/ament_index/resource_index/parent_prefix_path/turtlebot3_gazebo\n'}
[0.191619] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/environment/ament_prefix_path.sh\n'}
[0.191745] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/environment/ament_prefix_path.dsv\n'}
[0.191867] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/environment/path.sh\n'}
[0.191982] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/environment/path.dsv\n'}
[0.192104] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/local_setup.bash\n'}
[0.192212] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/local_setup.sh\n'}
[0.192345] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/local_setup.zsh\n'}
[0.192457] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/local_setup.dsv\n'}
[0.192556] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Installing: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/package.dsv\n'}
[0.192685] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/ament_index/resource_index/packages/turtlebot3_gazebo\n'}
[0.192784] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/cmake/ament_cmake_export_include_directories-extras.cmake\n'}
[0.192884] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/cmake/ament_cmake_export_dependencies-extras.cmake\n'}
[0.192976] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/cmake/turtlebot3_gazeboConfig.cmake\n'}
[0.193107] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/cmake/turtlebot3_gazeboConfig-version.cmake\n'}
[0.193202] (turtlebot3_gazebo) StdoutLine: {'line': b'-- Up-to-date: /home/dylan-george/MTRX3760_Project_1/turtlebot3_ws/install/turtlebot3_gazebo/share/turtlebot3_gazebo/package.xml\n'}
[0.193312] (turtlebot3_gazebo) CommandEnded: {'returncode': 0}
[0.199882] (-) TimerEvent: {}
[0.209791] (turtlebot3_gazebo) JobEnded: {'identifier': 'turtlebot3_gazebo', 'rc': 0}
[0.210505] (-) EventReactorShutdown: {}
